OrderID,CustomerID,CustomerName,Age,City,Category,UnitPrice,Quantity,OrderDate,PaymentMethod,Rating
ORD10491,CUST1051,,63.0,Dubai,Sports,273.65,-1,2024-04-07,Net Banking,2.0
ORD10165,CUST1165,Mohammed Lee,37.0,,Toys,87.49,-1,2024-06-28,Cash,1.0
ORD10217,CUST1217,John Smith,37.0,mumbai,Toys,268.31,2,2024-05-06,Cash,3.0
ORD10163,CUST1163,Mohammed Gupta,25.0,Chicago,Toys,372.94,5,2024-06-22,Debit Card,4.0
ORD10366,CUST1146,Aisha Reddy,39.0,mumbai,Home & Kitchen,174.65,-1,2024-07-02,CASH,2.0
ORD10057,CUST1057,Neha Gupta,23.0,Mumbai,Electronics,499.95,4,2024-04-24,credit card,1.0
ORD10471,CUST1031,Amit Brown,28.0,Delhi,Clothing,36.58,-1,2024-10-07,Credit Card,1.0
ORD10003,CUST1003,Mia Singh,32.0,Singapore,Sports,405.67,1,2025-01-23,CASH,2.0
ORD10059,CUST1059,Carlos Wilson,62.0, Pune,Books,88.06,1,2025-02-02,CASH,2.0
ORD10372,CUST1152,Carlos Kumar,63.0,New York,Home & Kitchen,24.51,-1,2025-04-11,Debit Card,
ORD10241,CUST1021,Emma Iyer,42.0,London,Toys,379.03,2,2025-02-08,credit card,
ORD10268,CUST1048,Tom Nair,28.0,Singapore,Electronics,398.96,2,2024-05-29,Credit Card,3.0
ORD10500,CUST1060,Mia Singh,65.0, Pune,Books,338.87,5,2025-03-28,Credit Card,2.0
ORD10075,CUST1075,Lisa Iyer,57.0,Singapore,Clothing,474.06,2,2024-11-16,Debit Card,3.0
ORD10331,CUST1111,Mohammed Brown,30.0,DELHI,Sports,332.0,3,2024-05-01,Credit Card,1.0
ORD10477,CUST1037,Sophia Nair,37.0, Pune,Toys,399.99,2,2025-02-11,Credit Card,5.0
ORD10422,CUST1202,,52.0,Toronto,Home & Kitchen,186.08,2,2025-04-01,CASH,5.0
ORD10278,CUST1058,Carlos Singh,70.0,Toronto,Sports,164.82,3,2024-06-21,Net Banking,5.0
ORD10081,CUST1081,Liam Iyer,19.0,Singapore,Electronics,382.74,2,2024-08-28,Net Banking,
ORD10243,CUST1023,Raj Wilson,49.0,London,Toys,218.76,5,2024-02-13,CASH,5.0
ORD10027,CUST1027,Amit Moore,22.0,Chicago,Clothing,471.09,2,2024-10-23,Net Banking,1.0
ORD10203,CUST1203,Priya Davis,68.0,Bangalore,Sports,438.99,1,2024-06-01,Net Banking,5.0
ORD10213,CUST1213,Neha Wilson,54.0,Dubai,Grocery,338.02,3,2025-01-05,Credit Card,4.0
ORD10282,CUST1062,Amit Khan,18.0,Toronto,Clothing,70.69,2,22/09/2024,credit card,4.0
ORD10354,CUST1134,Mohammed Gupta,58.0,Bangalore ,Sports,134.27,3,2024-04-06,Debit Card,5.0
ORD10365,CUST1145,Sara Davis,,New York,Home & Kitchen,37.32,1,2024-06-01,UPI,4.0
ORD10146,CUST1146,Sophia Brown,32.0,Bangalore,Clothing,151.42,1,2024-09-16,CASH,5.0
ORD10421,CUST1201,Amit Patel,19.0,mumbai,Electronics,407.26,5,2025-01-28,Net Banking,2.0
ORD10109,CUST1109,Mia Chen,42.0,London,Toys,295.73,2,2025-03-29,Cash,
ORD10051,CUST1051,Lisa Johnson,35.0,London,Clothing,73.5,2,2024-07-15,credit card,2.0
ORD10436,CUST1216,Sophia Moore,56.0, Pune,Clothing,51.13,2,2025-04-06,Net Banking,5.0
ORD10301,CUST1081,Liam Nair,67.0,DELHI,Beauty,79.53,5,2024-01-13,Debit Card,5.0
ORD10015,CUST1015,Arjun Smith,56.0,Toronto,Electronics,60.37,4,2025-03-25,CASH,
ORD10465,CUST1025,Sara Wilson,65.0,New York,Books,183.35,3,2024-06-25,Credit Card,4.0
ORD10391,CUST1171,Fatima Iyer,29.0,Delhi,Toys,330.47,4,2024-09-15,Cash,4.0
ORD10115,CUST1115,Emma Iyer,38.0,Bangalore,Sports,30.94,5,2024-09-26,Credit Card,
ORD10244,CUST1024,Emma Patel,23.0,Bangalore,Toys,357.28,2,2025-01-13,Cash,3.0
ORD10060,CUST1060,Sara Iyer,19.0,Singapore,Toys,201.34,2,2024-02-08,Net Banking,
ORD10174,CUST1174,,,Delhi,Clothing,158.1,-1,2024-09-26,Cash,
ORD10099,CUST1099,Tom Lee,61.0,Bangalore,Clothing,223.66,4,2024-10-27,UPI,
ORD10160,CUST1160,Wei Sharma,40.0,London,Home & Kitchen,416.04,-1,2024-12-22,Cash,
ORD10250,CUST1030,David Ali,46.0,Chicago,Home & Kitchen,153.72,2,2024-09-02,UPI,2.0
ORD10042,CUST1042,Carlos Kumar,45.0,mumbai,Books,313.46,1,2025-01-03,UPI,5.0
ORD10271,CUST1051,Emma Lee,20.0,New York,Books,431.79,1,2024-08-12,CASH,1.0
ORD10205,CUST1205,Sara Ali,28.0,,Sports,360.71,1,2025-01-12,UPI,
ORD10218,CUST1218,Carlos Khan,20.0,Singapore,Electronics,124.13,1,2024-02-21,Net Banking,1.0
ORD10080,CUST1080,Sophia Wilson,,Mumbai,Toys,368.59,3,2024-01-14,Credit Card,2.0
ORD10029,CUST1029,Lisa Wilson,38.0,Mumbai,Grocery,312.47,1,2024-02-07,Net Banking,2.0
ORD10345,CUST1125,Neha Moore,59.0,Pune,Grocery,109.64,5,2025-01-14,Cash,
ORD10364,CUST1144,Anna Smith,38.0,Pune,Electronics,339.99,2,2024-04-25,credit card,3.0
ORD10257,CUST1037,Liam Johnson,46.0,Chicago,Grocery,387.31,2,2024-06-25,Credit Card,4.0
ORD10466,CUST1026,,,mumbai,Home & Kitchen,489.79,3,2024-06-30,UPI,
ORD10058,CUST1058,Priya Smith,33.0,Bangalore ,Electronics,312.56,2,2024-03-05,Cash,
ORD10427,CUST1207,Raj Gupta,55.0,Singapore,Home & Kitchen,191.45,5,2024-07-06,Net Banking,
ORD10063,CUST1063,Tom Chen,45.0,DELHI,Sports,309.88,-1,2024-08-26,Cash,
ORD10388,CUST1168,Priya Garcia,49.0,Bangalore ,Toys,57.95,2,2024-04-06,Credit Card,
ORD10112,CUST1112,Carlos Moore,19.0, Pune,Books,125.57,2,2025-02-06,Net Banking,2.0
ORD10085,CUST1085,,51.0,Singapore,Grocery,314.58,1,2024-04-14,UPI,5.0
ORD10237,CUST1017,Emma Johnson,37.0,mumbai,Electronics,51.28,5,2024-07-12,Net Banking,4.0
ORD10272,CUST1052,Emma Brown,,DELHI,Books,431.22,5,2024-03-25,Net Banking,2.0
ORD10343,CUST1123,Priya Davis,39.0,Mumbai,Grocery,460.81,4,2024-01-11,UPI,
ORD10228,CUST1008,Tom Clark,59.0,New York,Sports,183.02,-1,2024-08-26,Credit Card,
ORD10130,CUST1130,David Moore,21.0,Pune,Sports,472.94,2,2025-01-26,UPI,3.0
ORD10166,CUST1166,Anna Moore,45.0,mumbai,Electronics,42.15,5,2024-07-05,Net Banking,
ORD10097,CUST1097,Anna Singh,27.0,Dubai,Toys,285.13,2,2024-03-28,Debit Card,1.0
ORD10489,CUST1049,Aisha Ali,66.0,,Books,324.06,1,2024-03-05,Cash,2.0
ORD10297,CUST1077,John Johnson,20.0,London,Toys,460.51,2,2025-04-21,CASH,1.0
ORD10480,CUST1040,Wei Lee,25.0,Singapore,Grocery,139.71,-1,2024-04-06,UPI,1.0
ORD10142,CUST1142,Anna Lee,42.0, Pune,Books,341.05,1,2025-02-08,credit card,
ORD10464,CUST1024,Mohammed Nair,37.0,Dubai,Electronics,202.21,2,2024-01-31,Debit Card,
ORD10188,CUST1188,Wei Khan,43.0, Pune,Books,281.13,4,2025-01-21,Debit Card,2.0
ORD10369,CUST1149,Priya Khan,44.0,Chicago,Clothing,275.9,-1,2024-12-25,Debit Card,2.0
ORD10221,CUST1001,Raj Sharma,,DELHI,Home & Kitchen,314.87,5,2024-10-11,Cash,1.0
ORD10229,CUST1009,Sophia Ali,31.0,London,Toys,27.63,2,2025-01-14,Debit Card,1.0
ORD10323,CUST1103,Sophia Ali,29.0,DELHI,Books,115.5,2,2024-07-12,UPI,
ORD10396,CUST1176,Carlos Gupta,66.0,New York,Sports,77.48,1,2024-12-19,CASH,3.0
ORD10360,CUST1140,Aisha Patel,48.0,Dubai,Clothing,434.41,5,2024-09-28,UPI,4.0
ORD10082,CUST1082,Raj Garcia,55.0,mumbai,Grocery,484.68,-1,2024-06-27,Cash,3.0
ORD10355,CUST1135,Priya Moore,43.0,mumbai,Home & Kitchen,362.04,-1,2024-05-31,UPI,4.0
ORD10322,CUST1102,David Iyer,24.0,New York,Books,72.54,2,2025-01-09,Cash,
ORD10067,CUST1067,Sophia Nair,46.0,Delhi,Sports,114.69,2,2024-06-05,credit card,5.0
ORD10435,CUST1215,Emma Davis,42.0,Delhi,Electronics,105.16,5,2025-02-27,Debit Card,5.0
ORD10415,CUST1195,Wei Garcia,29.0,Singapore,Sports,101.19,2,2024-12-09,CASH,5.0
ORD10189,CUST1189,David Reddy,20.0,Mumbai,Home & Kitchen,358.23,-1,2024-09-22,Cash,2.0
ORD10335,CUST1115,Tom Wilson,34.0,Bangalore ,Sports,284.3,2,2025-01-20,credit card,
ORD10054,CUST1054,Neha Clark,65.0, Pune,Beauty,246.67,3,2024-08-11,Cash,1.0
ORD10172,CUST1172,Mohammed Kumar,63.0,Dubai,Sports,446.21,2,2024-12-30,credit card,
ORD10385,CUST1165,Mia Smith,70.0, Pune,Sports,445.6,2,2024-12-01,credit card,4.0
ORD10140,CUST1140,Priya Wilson,,mumbai,Beauty,164.16,-1,2024-09-13,Debit Card,1.0
ORD10274,CUST1054,Raj Reddy,61.0,Bangalore,Toys,459.79,3,2025-03-19,credit card,2.0
ORD10285,CUST1065,Fatima Wilson,40.0,mumbai,Home & Kitchen,460.35,-1,2025-03-16,Debit Card,1.0
ORD10067,CUST1067,Sophia Nair,46.0,Delhi,Sports,114.69,2,2024-06-05,credit card,5.0
ORD10439,CUST1219,Aisha Clark,44.0,Pune,Electronics,356.03,1,2024-10-22,Net Banking,1.0
ORD10032,CUST1032,Aisha Brown,63.0,Pune,Sports,255.18,3,2025-04-08,CASH,1.0
ORD10295,CUST1075,Sara Smith,39.0,New York,Clothing,135.16,1,2024-09-11,Cash,5.0
ORD10233,CUST1013,John Singh,26.0,Delhi,Home & Kitchen,9.53,-1,2024-07-10,Credit Card,5.0
ORD10100,CUST1100,Raj Wilson,37.0,Chicago,Grocery,57.79,5,2024-10-19,UPI,5.0
ORD10284,CUST1064,Anna Lee,26.0, Pune,Home & Kitchen,322.58,2,05/02/2024,Net Banking,5.0
ORD10149,CUST1149,Tom Johnson,52.0,New York,Grocery,452.47,2,2024-07-07,credit card,5.0
ORD10016,CUST1016,Priya Johnson,54.0,Delhi,Grocery,408.93,2,2024-03-06,credit card,4.0
ORD10164,CUST1164,Anna Reddy,35.0,DELHI,Toys,44.07,2,2024-10-06,UPI,3.0
ORD10290,CUST1070,Sophia Patel,,Delhi,Electronics,134.78,1,2025-04-17,Credit Card,
ORD10047,CUST1047,Neha Iyer,30.0,Toronto,Toys,125.77,1,2025-04-02,CASH,
ORD10087,CUST1087,Mia Singh,23.0,Bangalore ,Clothing,233.42,1,2024-11-27,CASH,2.0
ORD10038,CUST1038,Emma Brown,70.0,London,Sports,411.17,2,2024-04-24,Credit Card,
ORD10423,CUST1203,Lisa Chen,47.0,Dubai,Clothing,201.41,1,2024-12-05,Debit Card,
ORD10371,CUST1151,Aisha Khan,36.0, Pune,Clothing,251.38,2,2025-02-02,UPI,
ORD10425,CUST1205,Priya Johnson,66.0,Pune,Clothing,135.86,2,2024-01-22,credit card,2.0
ORD10446,CUST1006,Aisha Sharma,67.0,mumbai,Grocery,222.29,2,2025-03-11,credit card,
ORD10294,CUST1074,John Garcia,49.0,Dubai,Sports,87.65,2,2025-01-18,CASH,
ORD10173,CUST1173,Anna Reddy,32.0,Pune,Home & Kitchen,122.18,-1,2024-01-14,UPI,5.0
ORD10074,CUST1074,Neha Moore,,Pune,Toys,228.0,-1,2024-06-01,CASH,5.0
ORD10281,CUST1061,Anna Gupta,23.0,mumbai,Home & Kitchen,30.63,3,2025-01-06,credit card,
ORD10105,CUST1105,Lisa Ali,69.0,Toronto,Clothing,74.67,2,2025-03-16,credit card,
ORD10358,CUST1138,Mia Garcia,61.0,mumbai,Clothing,115.02,2,2025-01-16,CASH,3.0
ORD10254,CUST1034,Neha Davis,22.0,Singapore,Grocery,293.21,5,2024-10-05,Credit Card,
ORD10017,CUST1017,Fatima Gupta,,,Beauty,464.81,2,2024-12-31,UPI,4.0
ORD10447,CUST1007,Carlos Sharma,,Dubai,Beauty,309.52,1,03/07/2024,Debit Card,
ORD10092,CUST1092,Neha Sharma,38.0,DELHI,Toys,196.11,2,2024-09-10,Credit Card,2.0
ORD10089,CUST1089,Aisha Reddy,65.0,Bangalore ,Clothing,141.74,5,2024-06-23,CASH,5.0
ORD10387,CUST1167,Sara Khan,66.0,Mumbai,Books,180.79,3,2024-10-07,Net Banking,3.0
ORD10141,CUST1141,Mohammed Patel,50.0,Mumbai,Beauty,355.27,-1,2024-09-25,Net Banking,5.0
ORD10195,CUST1195,Mohammed Nair,51.0,London,Home & Kitchen,232.53,4,2024-10-06,UPI,
ORD10206,CUST1206,,57.0,Bangalore ,Toys,260.06,1,2024-07-24,credit card,1.0
ORD10103,CUST1103,Lisa Wilson,,,Home & Kitchen,49.62,3,2024-06-16,credit card,4.0
ORD10265,CUST1045,Wei Reddy,42.0,Singapore,Home & Kitchen,289.53,5,2024-04-05,Cash,
ORD10175,CUST1175,Liam Patel,26.0,mumbai,Clothing,227.74,4,2024-03-06,CASH,
ORD10171,CUST1171,Sophia Brown,25.0,Bangalore ,Clothing,228.76,-1,2024-02-14,CASH,
ORD10389,CUST1169,Tom Brown,63.0,Delhi,Toys,28.02,1,2025-01-30,Cash,4.0
ORD10158,CUST1158,Anna Patel,51.0,Dubai,Electronics,198.27,-1,2024-01-23,credit card,4.0
ORD10071,CUST1071,Wei Gupta,20.0,Dubai,Sports,350.22,2,2024-11-22,CASH,
ORD10134,CUST1134,Anna Patel,45.0,Pune,Toys,296.49,1,2024-07-21,CASH,3.0
ORD10455,CUST1015,Carlos Nair,65.0,Pune,Beauty,437.01,2,2024-04-27,Debit Card,
ORD10250,CUST1030,David Ali,46.0,Chicago,Home & Kitchen,153.72,2,2024-09-02,UPI,2.0
ORD10379,CUST1159,Aisha Davis,67.0,Singapore,Electronics,431.98,2,2024-09-04,Cash,1.0
ORD10363,CUST1143,Amit Chen,57.0,mumbai,Toys,204.68,-1,2024-07-15,Credit Card,1.0
ORD10246,CUST1026,Arjun Singh,24.0,Delhi,Books,279.34,4,2025-03-18,Cash,1.0
ORD10470,CUST1030,Arjun Wilson,44.0,Bangalore,Electronics,66.89,2,2024-12-04,UPI,
ORD10432,CUST1212,Liam Chen,21.0,New York,Home & Kitchen,260.74,5,02/11/2024,Net Banking,
ORD10353,CUST1133,Aisha Davis,55.0,Mumbai,Books,282.92,3,2024-06-01,credit card,1.0
ORD10245,CUST1025,Amit Smith,37.0,London,Sports,55.6,1,2024-04-05,Cash,4.0
ORD10019,CUST1019,Emma Smith,22.0,Pune,Clothing,453.18,4,2024-02-06,Net Banking,2.0
ORD10178,CUST1178,Amit Reddy,59.0,Singapore,Home & Kitchen,89.74,4,2025-03-07,Net Banking,1.0
ORD10410,CUST1190,Neha Davis,46.0,Chicago,Books,13.36,1,2024-09-30,Credit Card,
ORD10021,CUST1021,Neha Kumar,45.0,Toronto,Electronics,338.32,1,2024-02-01,Cash,
ORD10056,CUST1056,,21.0,Chicago,Books,109.77,4,2024-06-21,CASH,4.0
ORD10320,CUST1100,Sophia Smith,,Pune,Home & Kitchen,173.68,2,2025-04-15,CASH,
ORD10462,CUST1022,Fatima Iyer,,mumbai,Beauty,408.02,3,2025-02-15,Debit Card,5.0
ORD10368,CUST1148,Priya Davis,58.0, Pune,Electronics,298.99,1,2024-12-04,Credit Card,
ORD10035,CUST1035,Priya Lee,41.0,London,Beauty,342.62,1,2024-06-30,CASH,5.0
ORD10182,CUST1182,Anna Davis,26.0,Dubai,Clothing,162.96,-1,2024-03-03,UPI,4.0
ORD10185,CUST1185,Emma Brown,55.0,Mumbai,Electronics,144.27,-1,2024-05-26,Net Banking,1.0
ORD10151,CUST1151,Priya Nair,41.0,Delhi,Clothing,146.11,2,2024-05-19,Cash,5.0
ORD10208,CUST1208,Liam Smith,34.0,DELHI,Beauty,35.75,1,2024-08-26,UPI,2.0
ORD10352,CUST1132,Lisa Gupta,45.0,Bangalore ,Books,232.2,2,2024-08-26,UPI,
ORD10095,CUST1095,Mohammed Nair,52.0,Singapore,Clothing,121.21,3,2024-04-26,credit card,1.0
ORD10377,CUST1157,David Davis,47.0,,Toys,346.5,-1,2025-02-13,Cash,
ORD10303,CUST1083,Wei Gupta,23.0,Pune,Toys,351.92,4,2024-08-22,credit card,1.0
ORD10098,CUST1098,David Moore,61.0,Toronto,Home & Kitchen,119.93,3,23/08/2024,UPI,
ORD10236,CUST1016,Carlos Moore,51.0,Bangalore ,Books,137.33,5,2024-02-10,UPI,4.0
ORD10405,CUST1185,Aisha Moore,33.0,mumbai,Books,193.78,1,2024-07-16,UPI,5.0
ORD10442,CUST1002,Mia Nair,29.0,Dubai,Grocery,130.62,3,2024-10-22,UPI,
ORD10155,CUST1155,Aisha Reddy,45.0, Pune,Sports,122.63,1,2024-01-25,Debit Card,4.0
ORD10123,CUST1123,Neha Sharma,,New York,Books,56.28,2,2024-03-20,credit card,4.0
